189,jepara
188,grobogan
187,demak
186,cilacap
185,brebes
184,boyolali
183,blora
182,batang
181,banyumas
180,banjarnegara
179,kepulauan seribu
178,jakarta timur
177,jakarta utara
176,jakarta pusat
175,jakarta selatan
174,jakarta barat
173,tasikmalaya
172,sukabumi
171,depok
170,cirebon
169,cimahi
168,bogor
167,bekasi
166,banjar
165,bandung
164,tasikmalaya
163,sumedang
162,sukabumi
161,subang
160,purwakarta
159,majalengka
158,kuningan
157,karawang
156,indramayu
155,garut
154,cirebon
153,cianjur
152,ciamis
151,bogor
150,bekasi
149,bandung barat
148,bandung
147,serang
146,tangerang
145,cilegon
144,tangerang
143,serang
142,pandeglang
141,lebak
140,tanjung pinang
139,batam
138,natuna
137,lingga
136,bintan
135,karimun
134,pangkal pinang
133,belitung timur
132,belitung
131,bangka selatan
130,bangka tengah
129,bangka barat
128,bangka
127,metro
126,bandar lampung
125,pesawaran
124,tulang bawang
123,tanggamus
122,way kanan
121,lampung utara
120,lampung timur
119,lampung tengah
118,lampung selatan
117,lampung barat
116,prabumulih
115,palembang
114,pagar alam
113,lubuk linggau
112,ogan komering ulu selatan
111,ogan komering ulu timur
110,ogan komering ulu
109,ogan komering ilir
108,ogan ilir
107,musi rawas
106,musi banyuasin
105,muara enim
104,lahat
103,empat lawang
102,banyuasin
101,solok
100,sawahlunto
99,payakumbuh
98,pariaman
97,padang panjang
96,padang
95,bukit tinggi
94,tanah datar
93,solok selatan
92,solok
91,sijunjung
90,pesisir selatan
89,pasaman barat
88,pasaman
87,padang pariaman
86,kepulauan mentawai
85,lima puluh
84,dharmasraya
83,agam
82,pekanbaru
81,dumai
80,siak
79,rokan hilir
78,rokan hulu
77,pelalawan
76,kuantan sengingi
75,kepulauan meranti
74,kampar
73,indragiri hulu
72,indragiri hilir
71,bengkalis
70,jambi
69,tebo
68,tanjung jabung barat
67,tanjung jabung timur
66,sarolangun
65,muaro jambi
64,merangin
63,kerinci
62,bungo
61,batang hari
60,bengkulu
59,seluma
58,rejang lebong
57,muko-muko
56,lebong
55,kepahiang
54,kaur
53,bengkulu utara
52,bengkulu selatan
51,tebing tinggi
50,tanjung balai
49,sibolga
48,pematangsiantar
47,padang sidempuan
46,medan
45,binjai
44,toba samosir
43,tapanuli utara
42,tapanuli tengah
41,tapanuli selatan
40,simalungun
39,serdang bedagai
38,samosir
37,pakpak barat
36,padang lawas utara
35,padang lawas
34,nias selatan
33,nias
32,mandailing natal
31,langkat
30,labuhan batu
29,karo
28,humbang hasudutan
27,deli serdang
26,dairi
25,batubara
24,asahan
23,subulussalam
22,sabang
21,lhokseumawe
20,langsa
19,banda aceh
18,simeuleu
17,pidie jaya
16,pidie
15,nagan raya
14,gayo lues
13,bireuen
12,bener meriah
11,aceh utara
10,aceh timur
9,aceh tenggara
8,aceh tengah
7,aceh tamiang
6,aceh singkil
5,aceh selatan
4,aceh jaya
3,aceh besar
2,aceh barat daya
1,aceh barat
